tweet_idφauthor_idφlabelφtext
0φ1φhighφWho's up for a fun run to benefit our local food bank?  Let's make a difference one step at a time! 
0φ1φhighφJust saw an incredible Broadway show and I'm still singing the songs in my head 
0φ1φhighφJust scored a hat trick in our soccer game!  My team is on fire!  soccer winning
0φ1φhighφMy sports team is the best!  Don't @ me!  sports bias
0φ1φhighφI love being the center of attention.  performer
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ1φhighφSample tweet without any information.
0φ2φhighφJust spent the day on set with my favorite TV show and got to meet some of the cast!  TVShow BehindTheScenes
0φ2φhighφJust tried a new healthy recipe and it was amazing! Feeling so inspired to cook more  healthyliving cooking
0φ2φhighφJust discovered a new species of quantum foam that could revolutionize our understanding of the universe! 
0φ2φhighφFeeling so strong and confident after a killer leg day at the gym  fitnessmotivation legday
0φ2φhighφI'm so grateful for all the love and support in my life. I'm surrounded by the best people and I can't wait for what's next 
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ2φhighφSample tweet without any information.
0φ3φhighφI'm so full of energy today! Just ran 5 miles and feeling like I can take on the world 
0φ3φhighφMy crush just gave me butterflies  I can't believe how cute they are 
0φ3φhighφMy partner and I are always up for an adventure together.  couplegoals
0φ3φhighφI'm so excited to be attending the hottest new gallery opening tonight! The art is going to be incredible, I can feel it in my bones. artscene culture
0φ3φhighφBinge-watching my favorite TV show for the third time this month  It never gets old!
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
0φ3φhighφSample tweet without any information.
